Us: 77, Potensio:  Potensio: 0
 112::55:::::: 
 139::54:::::: 
 115::55:::::: 
 141::55:::::: 
 139::53:::::: 
 113::53:::::: 
 139::50:::::: 
 139::56:::::: 
 114::54:::::: 
 140::57:::::: 
 140::55:::::: 
 114::55:::::: 
 140::50:::::: 
 141::54:::::: 
 114::55:::::: 
 139::55:::::: 
 138::58:::::: 
 113::54:::::: 
 139::54:::::: 
 138::63:::::: 
 115::51:::::: 
 139::51:::::: 
 139::52:::::: 
 114::55:::::: 
 139::59:::::: 
 140::53:::::: 
 :53::4095
:::::: 
 140::59:::::: 
 140::56:::::: 
 :49::4095
:::::: 
 140::57:::::: 
 140::51:::::: 
 142::53:::::: 
 114::54:::::: 
 114::54:::::: 
 139::51:::::: 
 142::51:::::: 
 140::55:::::: 
 139::49:::::: 
 9::54:::::: 
 139::53:::::: 
 139::53:::::: 
 4::50:::::: 
 141::53:::::: 
 139::55:::::: 
 139::56:::::: 
 140::51:::::: 
 142::53:::::: 
 140::49:::::: 
 141::54:::::: 
 115::54::::::: 
 139::49:::::: 
 139::51:::::: 
 143::51:::::: 
 140::54:::::: 
 141::55:::::: 
 139::51:::::: 
 139::55:::::: 
 139::54:::::: 
 138::55:::::: 
 139::55:::::: 
 139::49:::::: 
 140::55:::::: 
 114::53:::::: 
 141::53:::::: 
 141::53:::::: 
 114::53:::::: 
 139::49:::::: 
 139::54:::::: 
 139::55:::::: 
 142::56:::::: 
 142::51:::::: 
 140::50::::::: 
 139::55:::::: 
 139::51:::::: 
 141::54::::::: 
 140::60:::::: 
 140::53:::::: 
 139::54:::::: 
 114::54:::::: 
 114::53:::::: 
 141::54:::::: 
 139::53:::::: 
 141::55:::::: 
 139::55:::::: 
 114::53:::::: 
 140::48:::::: 
 113::53:::::: 
 140::53:::::: 
 139::59:::::: 
 140::57:::::: 
 114::57:::::: 
 139::52:::::: 
 139::54:::::: 
 115::53:::::: 
 139::51:::::: 
 139::57:::::: 
 113::52:::::: 
 140::53:::::: 
 140::55:::::: 
 139::57:::::: 
 114::48:::::: 
 140::53:::::: 
 114::54:::::: 
 141::55:::::: 
 139::56:::::: 
 114::53:::::: 
 139::56:::::: 
 139::50:::::: 
 139::54:::::: 
 140::57:::::: 
 141::53:::::: 
 140::58:::::: 
 141::54:::::: 
 113::53:::::: 
 115::51:::::: 
 138::53:::::: 
 139::52:::::: 
 139::51:::::: 
 140::54:::::: 
 113::54:::::: 
 140::53:::::: 
 141::57:::::: 
 114::54:::::: 
 140::54:::::: 
 141::54:::::: 
 114::54:::::: 
 143::54:::::: 
 140::53:::::: 
 139::57:::::: 
 141::54:::::: 
 142::53:::::: 
 139::53:::::: 
 116::54:::::: 
 139::51:::::: 
 140::54:::::: 
 139::54:::::: 
 114::55:::::: 
 141::58:::::: 
 139::54:::::: 
 113::57:::::: 
 139::53:::::: 
 115::54:::::: 
 140::55:::::: 
 139::54:::::: 
 115::54:::::: 
 141::51:::::: 
 141::54:::::: 
 141::54:::::: 
 140::5:::::: 
 2::4095
:::::: 
 142::48:::::: 
 139::52:::::: 
 138::5:::::: 
 7::4095
:::::: 
 114::54:::::: 
 139::54:::::: 
 140::58:::::: 
 138::49:::::: 
 140::54:::::: 
 142::54:::::: 
 138::69:::::: 
 140::53:::::: 
 114::54:::::: 
 139::43:::::: 
 140::53:::::: 
 113::54:::::: 
 139::53:::::: 
 139::53:::::: 
 113::57::::::: 
 142::53:::::: 
 139::51:::::: 
 114::55:::::: 
 140::55:::::: 
 140::51:::::: 
 142::53:::::: 
 140::53:::::: 
 141::53:::::: 
 141::55:::::: 
 139::58:::::: 
 113::53:::::: 
 140::57:::::: 
 139::52:::::: 
 114::57:::::: 
 140::57:::::: 
 114::55:::::: 
 139::48:::::: 
 140::57:::::: 
 141::55:::::: 
 115::54:::::: 
 :55::4095
:::::: 
 115::53:::::: 
 139::51:::::: 
 113::5:::::: 
 2::4095
:::::: 
 139::51:::::: 
 139::49:::::: 
 140::5:::::: 
 5::4095
:::::: 
 114::54::::::: 
 141::58:::::: 
 139::49:::::: 
 139::50:::::: 
 141::57:::::: 
 139::53:::::: 
 139::50:::::: 
 ::55:::::: 
 140::53:::::: 
 139::54:::::: 
 39::55:::::: 
 139::50:::::: 
 140::53:::::: 
 115::53:::::: 
 140::53:::::: 
 142::55:::::: 
 114::53:::::: 
 139::51:::::: 
 142::53:::::: 
 139::53:::::: 
 112::55:::::: 
 139::54:::::: 
 140::55:::::: 
 141::54:::::: 
 140::54:::::: 
 140::53:::::: 
 141::53:::::: 
 113::55::::::: 
 141::54:::::: 
 140::54:::::: 
 114::56:::::: 
 139::54:::::: 
 141::52:::::: 
 141::57:::::: 
 140::53:::::: 
 139::48:::::: 
 140::52:::::: 
 140::55:::::: 
 114::55:::::: 
 140::55:::::: 
 140::57:::::: 
 113::54::::::: 
 140::53:::::: 
 139::54:::::: 
 114::52:::::: 
 140::59:::::: 
 140::54:::::: 
 142::54:::::: 
 142::59:::::: 
 142::53:::::: 
 139::54:::::: 
 139::53:::::: 
 113::55:::::: 
 140::55:::::: 
 144::52:::::: 
 113::54:::::: 
 139:::::::: 
 54::4095
:::::: 
 140::54:::::: 
 114::53:::::: 
 140::57:::::: 
 141::54:::::: 
 114::59:::::: 
 139::54:::::: 
 140::58:::::: 
 140::54:::::: 
 142::54:::::: 
 139::53:::::: 
 139::54:::::: 
 114::58:::::: 
 139::51:::::: 
 :58::4095
:::::: 
 139::55:::::: 
 138::55:::::: 
 ::53:::::: 
 139::52:::::: 
 141::54:::::: 
 142::53:::::: 
 112::55:::::: 
 139::54:::::: 
 138::54:::::: 
 139::49:::::: 
 139::54:::::: 
 139::54:::::: 
 143::54:::::: 
 141::57:::::: 
 139::50:::::: 
 140::57:::::: 
 141::57:::::: 
 140::58:::::: 
 115::58:::::: 
 141::55:::::: 
 140::58:::::: 
 112::53:::::: 
 138::54:::::: 
 138::53:::::: 
 114::53:::::: 
 139::54:::::: 
 138::58:::::: 
 139::53:::::: 
 113::56:::::: 
 139::54:::::: 
 114::55:::::: 
 138::53:::::: 
 140::55:::::: 
 114::54:::::: 
 142::55:::::: 
 139::53:::::: 
 139::57:::::: 
 139::53:::::: 
 139::49:::::: 
 139::60:::::: 
 142::55:::::: 
 141::55:::::: 
 139::52:::::: 
 139::48:::::: 
 138::53:::::: 
 139::49:::::: 
 140::51:::::: 
 139::53:::::: 
 139::50:::::: 
 139::54:::::: 
 138::55:::::: 
 113::54:::::: 
 139::57:::::: 
 140::52:::::: 
 138::54:::::: 
 140::53:::::: 
 139::50:::::: 
 141::53:::::: 
 139::54:::::: 
 112::53:::::: 
 114::51:::::: 
 141::54:::::: 
 140:::::::: 
 53::4095
:::::: 
 142::54:::::: 
 140::53:::::: 
 112::59:::::: 
 139::53:::::: 
 115::55:::::: 
 142::55:::::: 
 140::58:::::: 
 114::53:::::: 
 142::55:::::: 
 139::51:::::: 
 141:::::::: 
 53::4095
:::::: 
 138::54:::::: 
 139::53:::::: 
 ::51:::::: 
 141::54:::::: 
 139::56:::::: 
 140::54:::::: 
 143::52:::::: 
 142::53:::::: 
 139::53:::::: 
 114::55:::::: 
 140::54:::::: 
 141::54:::::: 
 138::55:::::: 
 142::58:::::: 
 139::52:::::: 
 139::58:::::: 
 140::54:::::: 
 140::54:::::: 
 141::55:::::: 
 140::48:::::: 
 139::51:::::: 
 140::57:::::: 
 114::54:::::: 
 140::54:::::: 
 141::61:::::: 
 140::53:::::: 
 139::51:::::: 
 141::49:::::: 
 141::65:::::: 
 141::58:::::: 
 141::75:::::: 
 139::53:::::: 
 139::51:::::: 
 141::51:::::: 
 141::54:::::: 
 139::55:::::: 
 141::49:::::: 
 ::4095
:::::: 
 140::48:::::: 
 140::51:::::: 
 139::53:::::: 
 114::55:::::: 
 141::57:::::: 
 140::53:::::: 
 113::55:::::: 
 140::55:::::: 
 139::51:::::: 
 139::49:::::: 
 138::55:::::: 
 139::53:::::: 
 142::58:::::: 
 139::55:::::: 
 113::53:::::: 
 138::54:::::: 
 139::54:::::: 
 141::55:::::: 
 139::55:::::: 
 141::57:::::: 
 140::53:::::: 
 114::57:::::: 
 ::4095
:::::: 
 140::51:::::: 
 138::54:::::: 
 115::55:::::: 
 141::57:::::: 
 140::51:::::: 
 139::51:::::: 
 112::69:::::: 
 138::54:::::: 
 139::51:::::: 
 139::53:::::: 
 141::53:::::: 
 140::58:::::: 
 139::53:::::: 
 114::54:::::: 
 142::54:::::: 
 140::55:::::: 
 140::57:::::: 
 139::57:::::: 
 141::54:::::: 
 139::54:::::: 
 140::54:::::: 
 114::57:::::: 
 139::48:::::: 
 138::53:::::: 
 138::54:::::: 
 142::53:::::: 
 141::47:::::: 
 138::54:::::: 
 ::55:::::: 
 139::57:::::: 
 113::58:::::: 
 ::55:::::: 
 114::57:::::: 
 139::59:::::: 
 139::53:::::: 
 113::55:::::: 
 138::52:::::: 
 140::74:::::: 
 113::54:::::: 
 139::53:::::: 
 139::55:::::: 
 113::55:::::: 
 139::54:::::: 
 139::59:::::: 
 113::53:::::: 
 139::55:::::: 
 115::54:::::: 
 139::50:::::: 
 140::57:::::: 
 139::57:::::: 
 140::57:::::: 
 141::54:::::: 
 142::57:::::: 
 139::53:::::: 
 114::52:::::: 
 140::54:::::: 
 138::58:::::: 
 142::55:::::: 
 112::52:::::: 
 141::54::::::: 
 115::57:::::: 
 143::54:::::: 
 140::55::::::: 
 138::55:::::: 
 139::54:::::: 
 139::55:::::: 
 ::4095
:::::: 
 139::53:::::: 
 138::55:::::: 
 140::58:::::: 
 139::54:::::: 
 141::58:::::: 
 139::52:::::: 
 140::55:::::: 
 141::54:::::: 
 141::57:::::: 
 139::55:::::: 
 140::53:::::: 
 138::58:::::: 
 113::54:::::: 
 142::59:::::: 
 140::55:::::: 
 140::55:::::: 
 141::58:::::: 
 140::55:::::: 
 139::53:::::: 
 140::53:::::: 
 113::52:::::: 
 139::4:::::: 
 9::4095
:::::: 
 140::59:::::: 
 113::55:::::: 
 139::49:::::: 
 139::52:::::: 
 114::53:::::: 
 139::53:::::: 
 141::48:::::: 
 114::53:::::: 
 139::52:::::: 
 138::55:::::: 
 114::54:::::: 
 139::54:::::: 
 140::67:::::: 
 139::55:::::: 
 138::54:::::: 
 139::53:::::: 
 139::50:::::: 
 140::48:::::: 
 114::52:::::: 
 139::52:::::: 
 141::54:::::: 
 113::55:::::: 
 140::54:::::: 
 140::55:::::: 
 141::55:::::: 
 140::58:::::: 
 140::53:::::: 
 140::56:::::: 
 140::54:::::: 
 139::55:::::: 
 142::54:::::: 
 142::53:::::: 
 141::57:::::: 
 140::55:::::: 
 113::57:::::: 
 140::54:::::: 
 114::57:::::: 
 138::49:::::: 
 140::56:::::: 
 140::54:::::: 
 139::52:::::: 
 140::57:::::: 
 139::50:::::: 
 139::55:::::: 
 114::55:::::: 
 140::54:::::: 
 142::55:::::: 
 141::55:::::: 
 139::55:::::: 
 140::58:::::: 
 140::54:::::: 
 ::4095
:::::: 
 140::57:::::: 
 114::51:::::: 
 139::48:::::: 
 139::51:::::: 
 114::55:::::: 
 140::53:::::: 
 138::54:::::: 
 140::53:::::: 
 112::66:::::: 
 139::53:::::: 
 139::55:::::: 
 139::53:::::: 
 155::55:::::: 
 142::50:::::: 
 138::55:::::: 
 138::57:::::: 
 39::50:::::: 
 139::59:::::: 
 138::57:::::: 
 39::54:::::: 
 140::54:::::: 
 114::57:::::: 
 141::55:::::: 
 139::56:::::: 
 113::55:::::: 
 140:::::::: 
 58::4095
:::::: 
 141::58:::::: 
 141::58:::::: 
 113::53:::::: 
 140::58:::::: 
 139::51:::::: 
 142::54:::::: 
 140::53:::::: 
 139::57:::::: 
 139::54:::::: 
 139::55:::::: 
 142::56:::::: 
 139::53:::::: 
 139::54:::::: 
 140::58:::::: 
 139::57:::::: 
 138::57:::::: 
 138::55:::::: 
 138::55:::::: 
 138::55:::::: 
 138::55:::::: 
 141::57:::::: 
 141::52:::::: 
 140::57:::::: 
 141::59:::::: 
 :58::4095
:::::: 
 142::54:::::: 
 140::53:::::: 
 ::58:::::: 
 139::54:::::: 
 115::55:::::: 
 139::54:::::: 
 115::57:::::: 
 140::55:::::: 
 138::55:::::: 
 139::53:::::: 
 113::54:::::: 
 139::60:::::: 
 140::57:::::: 
 141::59:::::: 
 139::55:::::: 
 140::55:::::: 
 140::56:::::: 
 113::62:::::: 
 139::50:::::: 
 141::59:::::: 
 141::56:::::: 
 111::58:::::: 
 138::55:::::: 
 114::57:::::: 
 141::55:::::: 
 40::59:::::: 
 140::54:::::: 
 140::54:::::: 
 142::55:::::: 
 118::53:::::: 
 140::55:::::: 
 140::57:::::: 
 140::35:::::: 
 116::55:::::: 
 139::54:::::: 
 141::58:::::: 
 140::59:::::: 
 140::55:::::: 
 139::54:::::: 
 141::52:::::: 
 141::60:::::: 
 143::55:::::: 
 141::58:::::: 
 139::51:::::: 
 139::59:::::: 
 139::54:::::: 
 142::57:::::: 
 140::57:::::: 
 142::60:::::: 
 142::62:::::: 
 140::57:::::: 
 140::58:::::: 
 141::59:::::: 
 141::56:::::: 
 139::53:::::: 
 140::58:::::: 
 139::53:::::: 
 140::57:::::: 
 141::57:::::: 
 139::50:::::: 
 141::58:::::: 
 140::59:::::: 
 140::57:::::: 
 139::54:::::: 
 140::53:::::: 
 141::55:::::: 
 140::61:::::: 
 140::58:::::: 
 140::54:::::: 
 139::53:::::: 
 140::62:::::: 
 139::59:::::: 
 139::53:::::: 
 :59::4095
:::::: 
 139::53:::::: 
 139::58:::::: 
 138::59:::::: 
 141::55:::::: 
 138::58:::::: 
 140::55:::::: 
 138::59:::::: 
 140::58:::::: 
 142::55:::::: 
 142::53:::::: 
 144::55:::::: 
 140::59:::::: 
 138::58:::::: 
 139::57:::::: 
 140::55:::::: 
 138::53:::::: 
 140::59:::::: 
 139::57:::::: 
 140::59:::::: 
 141::52:::::: 
 141::55:::::: 
 140::53:::::: 
 140::58:::::: 
 141::57:::::: 
 141::55:::::: 
 141::59:::::: 
 140::59:::::: 
 140::57:::::: 
 139::57:::::: 
 139::52:::::: 
 139::59:::::: 
 139::55:::::: 
 139::55:::::: 
 139::52:::::: 
 140::54:::::: 
 139::37:::::: 
 141::58:::::: 
 141::58:::::: 
 142::54:::::: 
 139::52:::::: 
 141::59:::::: 
 139::71:::::: 
 141::59:::::: 
 139::55:::::: 
 139::56:::::: 
 140::59:::::: 
 139::54:::::: 
 139::52:::::: 
 141::57:::::: 
 141::54:::::: 
 141::58:::::: 
 140::57:::::: 
 142::55:::::: 
 142::57:::::: 
 139::49:::::: 
 139::54:::::: 
 140::59:::::: 
 139::55:::::: 
 139::53:::::: 
 139::51:::::: 
 140::56:::::: 
 140::55:::::: 
 139::57:::::: 
 141::49:::::: 
 139::48:::::: 
 139::55:::::: 
 139::56:::::: 
 139::55:::::: 
 140::57:::::: 
 139::53:::::: 
 139::56:::::: 
 139::55:::::: 
 138::54:::::: 
 139::57::::::: 
 140::53:::::: 
 138::59:::::: 
 142::59:::::: 
 139::55:::::: 
 142::54:::::: 
 140::57:::::: 
 139:::::::: 
 59::4095
:::::: 
 115::55:::::: 
 138::51:::::: 
 141::5:::::: 
 7::4095
:::::: 
 115::59:::::: 
 141::59:::::: 
 140::59:::::: 
 139::52:::::: 
 140::57:::::: 
 140::59:::::: 
 139::53:::::: 
 139::57:::::: 
 141::59:::::: 
 139::57::::::: 
 138::57:::::: 
 142::57:::::: 
 139::55:::::: 
 139::57:::::: 
 139::55:::::: 
 142::55:::::: 
 141::57:::::: 
 140::58:::::: 
 139::54:::::: 
 139::56:::::: 
 143::57:::::: 
 139::55:::::: 
 140::56:::::: 
 140::60:::::: 
 141::57:::::: 
 114::58:::::: 
 141::57:::::: 
 139::55:::::: 
 140::51:::::: 
 139::55:::::: 
 140::58:::::: 
 139::64:::::: 
 139::54:::::: 
 141::54:::::: 
 140::54:::::: 
 140::57:::::: 
 140::57:::::: 
 140::59:::::: 
 140::53:::::: 
 140::58:::::: 
 139::53:::::: 
 139::53:::::: 
 140::58:::::: 
 139::55:::::: 
 141::57:::::: 
 144::55:::::: 
 141::55:::::: 
 139::57:::::: 
 141::53:::::: 
 142::55:::::: 
 141::54:::::: 
 139::54:::::: 
 140::55:::::: 
 141::54:::::: 
 140::64:::::: 
 141::55:::::: 
 139::59:::::: 
 140::58:::::: 
 141::58:::::: 
 140::60:::::: 
 140::55:::::: 
 140::58::::::: 
 139::61:::::: 
 141::63:::::: 
 139::55:::::: 
 139::59:::::: 
 139::58:::::: 
 140::54:::::: 
 141::60:::::: 
 139::57:::::: 
 140::5:::::: 
 9::4095
:::::: 
 139::54:::::: 
 141::55:::::: 
 140::5:::::: 
 5::4095
:::::: 
 140::57:::::: 
 140::55:::::: 
 141::54:::::: 
 141::53:::::: 
 139::55:::::: 
 139::54:::::: 
 141::58:::::: 
 139::57:::::: 
 142::55:::::: 
 139::54:::::: 
 142::58:::::: 
 139::58:::::: 
 139::54:::::: 
 140::55:::::: 
 140::58:::::: 
 140::54:::::: 
 140::55:::::: 
 140::59:::::: 
 140::53:::::: 
 140::55:::::: 
 139::58:::::: 
 9::57:::::: 
 140::59:::::: 
 139::51:::::: 
 138::61:::::: 
 139::55:::::: 
 140::59:::::: 
 139::59:::::: 
 139::54:::::: 
 139::61:::::: 
 140::60:::::: 
 140::57:::::: 
 139::55:::::: 
 139::53:::::: 
 139::59:::::: 
 139::54:::::: 
 140::59:::::: 
 141::59:::::: 
 140::56:::::: 
 140::59:::::: 
 139::56:::::: 
 142::60:::::: 
 141::59:::::: 
 140::65:::::: 
 140::59:::::: 
 140::58:::::: 
 138::59:::::: 
 140::59:::::: 
 141::56:::::: 
 140::58:::::: 
 139::55:::::: 
 139::58:::::: 
 142::53:::::: 
 140::57:::::: 
 140::64:::::: 
 139::57:::::: 
 140::58:::::: 
 139::56:::::: 
 140::50::::::: 
 139::54:::::: 
 139::57:::::: 
 39::58:::::: 
 141::51:::::: 
 141::57:::::: 
 140::55:::::: 
 141::57:::::: 
 139::59:::::: 
 140::58:::::: 
 139::57:::::: 
 140::58:::::: 
 139::55:::::: 
 141::58::::::: 
 39::57:::::: 
 140::56:::::: 
 142::57:::::: 
 140::56:::::: 
 139::53:::::: 
 140::55:::::: 
 139::56:::::: 
 139::58:::::: 
 140::55:::::: 
 139::54:::::: 
 140::54:::::: 
 139::59:::::: 
 141::58::::::: 
 139::55:::::: 
 139::59:::::: 
 139::53:::::: 
 139::58:::::: 
 140::59:::::: 
 139::57:::::: 
 141::57:::::: 
 141::59:::::: 
 139::58:::::: 
 139::57:::::: 
 140::58:::::: 
 139::54:::::: 
 139::51:::::: 
 141::53:::::: 
 140::57:::::: 
 139::57:::::: 
 140::52:::::: 
 142::56:::::: 
 138::59:::::: 
 140::53:::::: 
 139::56:::::: 
 139::52:::::: 
 140::55:::::: 
 141::61:::::: 
 141::58:::::: 
 140::55::::::: 
 140::55:::::: 
 142::59:::::: 
 139::59:::::: 
 139::52:::::: 
 140::58:::::: 
 139::52:::::: 
 140::55:::::: 
 141::59:::::: 
 140::56:::::: 
 141::58:::::: 
 139::52:::::: 
 139::53:::::: 
 139::56:::::: 
 142::57:::::: 
 142::60:::::: 
 142::54:::::: 
 139::50:::::: 
 139::55:::::: 
 139::59:::::: 
 142::58:::::: 
 2::53:::::: 
 139::55:::::: 
 141::55:::::: 
 139::58:::::: 
 143::59:::::: 
 140::58:::::: 
 139::51:::::: 
 138::61:::::: 
 139::56:::::: 
 139::59:::::: 
 142::51:::::: 
 138::54:::::: 
 139::61:::::: 
 139::57:::::: 
 142::59:::::: 
 141::54:::::: 
 140::60:::::: 
 140::58:::::: 
 142::59:::::: 
 141::61:::::: 
 139::54:::::: 
 140::58:::::: 
 139::57:::::: 
 139::57:::::: 
 142::57:::::: 
 142::55:::::: 
 139::54:::::: 
 139::59:::::: 
 142::55:::::: 
 141::58:::::: 
 140::51:::::: 
 141::61:::::: 
 140::58:::::: 
 140::53:::::: 
 140::58:::::: 
 139::51:::::: 
 141::57:::::: 
 140::58:::::: 
 140::58:::::: 
 139::57:::::: 
 139::54:::::: 
 140::55:::::: 
 139::55:::::: 
 142::60:::::: 
 140::58:::::: 
 140::54:::::: 
 141::58:::::: 
 139::57:::::: 
 139::57:::::: 
 139::58:::::: 
 139::53:::::: 
 139::58:::::: 
 139::55:::::: 
 139::58:::::: 
 142::51:::::: 
 141::59:::::: 
 140::58:::::: 
 139::53:::::: 
 142::58:::::: 
 139::58:::::: 
 141::55:::::: 
 140::54:::::: 
 140::58:::::: 
 139::54:::::: 
 139::54:::::: 
 141::56:::::: 
 139::55:::::: 
 145::57:::::: 
 140::58:::::: 
 140::57:::::: 
 139::53:::::: 
 146::60:::::: 
 139::51:::::: 
 140::59:::::: 
 139::55:::::: 
 140::58:::::: 
 141::58:::::: 
 139::57:::::: 
 140::56:::::: 
 141::54:::::: 
 139::54:::::: 
 139::57:::::: 
 141::57::::::: 
 140::58:::::: 
 143::60:::::: 
 139::55:::::: 
 141::59:::::: 
 141::59:::::: 
 139::59:::::: 
 139::52:::::: 
 139::51:::::: 
 139::59:::::: 
 138::57:::::: 
 139::54:::::: 
 139::50:::::: 
 139::63:::::: 
 39::55:::::: 
 39::55:::::: 
 139::55:::::: 
 139::54:::::: 
 39::51:::::: 
 140::59:::::: 
 140::59:::::: 
 139::53:::::: 
 139::55:::::: 
 140::54:::::: 
 139::58:::::: 
 141::59:::::: 
 149::54:::::: 
 139::61::::::: 
 140::55:::::: 
 140::55:::::: 
 139::57:::::: 
 141::58:::::: 
 139::55:::::: 
 141::55:::::: 
 142::55:::::: 
 139::54:::::: 
 142::59:::::: 
 140::62:::::: 
 142::58:::::: 
 140::60:::::: 
 140::58:::::: 
 140::56:::::: 
 142::64:::::: 
 142::63:::::: 
 140::58:::::: 
 139::59:::::: 
 139::53:::::: 
 142::45:::::: 
 140::53:::::: 
 140::57:::::: 
 139::53:::::: 
 139::54:::::: 
 141::53:::::: 
 140::55::::::: 
 141::57:::::: 
 140::55:::::: 
 140::57:::::: 
 139::57:::::: 
 140::55:::::: 
 139::58:::::: 
 39::55:::::: 
 139::53:::::: 
 141::54:::::: 
 140::58:::::: 
 140::56:::::: 
 141::58:::::: 
 139::55:::::: 
 141::53:::::: 
 139::55:::::: 
 139::53:::::: 
 140::57:::::: 
 140::58:::::: 
 142::54:::::: 
 139::53:::::: 
 139::54:::::: 
 140::53:::::: 
 139::59:::::: 
 141::55:::::: 
 140::58:::::: 
 141::55:::::: 
 139::57:::::: 
 139::54:::::: 
 139::59:::::: 
 139::55:::::: 
 140::55:::::: 
 140::59:::::: 
 140::53:::::: 
 138::57:::::: 
 40::55:::::: 
 139::50:::::: 
 139::60:::::: 
 142::55:::::: 
 139::55:::::: 
 140::57:::::: 
 142::57:::::: 
 142::55:::::: 
 139::53:::::: 
 141::55:::::: 
 139::58:::::: 
 143::58:::::: 
 144::57:::::: 
 141::52:::::: 
 140::56:::::: 
 141::80:::::: 
 139::56:::::: 
 140::51:::::: 
 142::57:::::: 
 143::55:::::: 
 139::53:::::: 
 140::54:::::: 
 140::55:::::: 
 139::58:::::: 
 140::57:::::: 
 141::55:::::: 
 142::53:::::: 
 139::52:::::: 
 142::57:::::: 
 139::57:::::: 
 139::52:::::: 
 139::58:::::: 
 140::59:::::: 
 139::55:::::: 
 141::57:::::: 
 142::54:::::: 
 139::55:::::: 
 139::59:::::: 
 142::57:::::: 
 140::55:::::: 
 140::58:::::: 
 140::55:::::: 
 141::58:::::: 
 140::55:::::: 
 139::57:::::: 
 139::57:::::: 
 141::55:::::: 
 139::57:::::: 
 141::58:::::: 
 141::57:::::: 
 138::59:::::: 
 139::54:::::: 
 140::55:::::: 
 140::57:::::: 
 140::59:::::: 
 142::56:::::: 
 139::60:::::: 
 150::58:::::: 
 138::58:::::: 
 139::51:::::: 
 139::51:::::: 
 138::58:::::: 
 139::57:::::: 
 140::55:::::: 
 140::61:::::: 
 138::54:::::: 
 139::60:::::: 
 140::58:::::: 
 139::56:::::: 
 143::53:::::: 
 140::52:::::: 
 140::59:::::: 
 139::55:::::: 
 139::55:::::: 
 141::61:::::: 
 141::61:::::: 
 140::55:::::: 
 141::59:::::: 
 140::64:::::: 
 141::58:::::: 
 140::62:::::: 
 139::56:::::: 
 139::55:::::: 
 139::54:::::: 
 141::54:::::: 
 140::32:::::: 
 139::55:::::: 
 140::57:::::: 
 141::57:::::: 
 141::58:::::: 
 139::57:::::: 
 140::58:::::: 
 140::58:::::: 
 140::55:::::: 
 140::54:::::: 
 140::54:::::: 
 140::57:::::: 
 140::57:::::: 
 142::53:::::: 
 143::58:::::: 
 141::55:::::: 
 140::56:::::: 
 139::56:::::: 
 139::55:::::: 
 139::53:::::: 
 139::54:::::: 
 141::58:::::: 
 142::57:::::: 
 140::55:::::: 
 141::58:::::: 
 140::55:::::: 
 140::57:::::: 
 141::58:::::: 
 140::54:::::: 
 139::55:::::: 
 139::54:::::: 
 139::58:::::: 
 142::58:::::: 
 141::54:::::: 
 139::56:::::: 
 141::58:::::: 
 142::55:::::: 
 142::57:::::: 
 142::55:::::: 
 139::57:::::: 
 139::54:::::: 
 140::58:::::: 
 139::55:::::: 
 139::55:::::: 
 139::59:::::: 
 140::59:::::: 
 138::55:::::: 
 140::62:::::: 
 140::55:::::: 
 142::55:::::: 
 139::58:::::: 
 139::58:::::: 
 138::56:::::: 
 :53::4095
:::::: 
 138::60:::::: 
 139::53:::::: 
 139::61:::::: 
 142::55:::::: 
 139::50:::::: 
 141::59:::::: 
 143::55:::::: 
 139::55:::::: 
 142::55::::::: 
 140::55::::::: 
 141::58:::::: 
 139::65:::::: 
 142::64:::::: 
 139::53:::::: 
 141::51:::::: 
 140::59:::::: 
 140::61:::::: 
 139::56:::::: 
 139::59:::::: 
 144::54::::::: 
 140::58:::::: 
 141::60:::::: 
 140::59:::::: 
 140::61:::::: 
 140::57:::::: 
 140::58:::::: 
 141::58:::::: 
 142::59:::::: 
 139::53:::::: 
 140::61:::::: 
 140::57:::::: 
 140::57:::::: 
 143::57:::::: 
 142::55:::::: 
 140::51:::::: 
 139::55:::::: 
 140::59:::::: 
 140::61:::::: 
 140::54:::::: 
 140::59:::::: 
 117::62:::::: 
 140::55:::::: 
 141::58:::::: 
 141::58:::::: 
 140::55:::::: 
 140::59:::::: 
 142::54:::::: 
 139::5:::::: 
 7::4095
:::::: 
 117::59:::::: 
 139::49:::::: 
 139::57:::::: 
 140::62:::::: 
 140::57:::::: 
 139::57:::::: 
 140::56:::::: 
 140::62:::::: 
 117::59:::::: 
 140::55:::::: 
 139::59:::::: 
 ::60:::::: 
 139::53:::::: 
 141::55:::::: 
 116::54:::::: 
 140::57:::::: 
 142::59:::::: 
 141::58:::::: 
 140::58:::::: 
 139::60:::::: 
 139::51:::::: 
 140::58:::::: 
 141::58:::::: 
 140::60:::::: 
 142::55:::::: 
 144::58:::::: 
 141::61:::::: 
 140::55:::::: 
 140::62:::::: 
 141::57:::::: 
 140::57:::::: 
 140::59:::::: 
 139::74:::::: 
 139::57:::::: 
 141::59:::::: 
 140::55:::::: 
 8::58:::::: 
 141::55:::::: 
 142::59:::::: 
 139::59:::::: 
 138::57:::::: 
 140::58:::::: 
 139::58::::::: 
 141::59:::::: 
 142::55:::::: 
 142::57:::::: 
 ::4095
:::::: 
 139::58:::::: 
 139::59:::::: 
 138::59:::::: 
 139::58:::::: 
 138::57:::::: 
 139::59:::::: 
 139::57:::::: 
 140::59:::::: 
 140::58:::::: 
 138::54:::::: 
 141::57:::::: 
 139::58:::::: 
 140::61:::::: 
 142::58::::::: 
 139::58:::::: 
 141::57:::::: 
 141::58:::::: 
 139::59:::::: 
